DateCreated_GMT,LandUse,Grazed,GrazingAnimals,Flooding,Slope,SlopeShape,BedrockDepth,RockFragments0-1cm,Texture0-1cm,SoilColor0_1cm_rgb,RockFragments1-10cm,Texture1-10cm,SoilColor1_10cm_rgb,RockFragments10-20cm,Texture10-20cm,SoilColor10_20cm_rgb,RockFragments20-50cm,Texture20-50cm,SoilColor20_50cm_rgb,RockFragments50-70cm,Texture50-70cm,SoilColor50_70cm_rgb,RockFragments70-100cm,Texture70-100cm,SoilColor70_100cm_rgb,RockFragments100-120cm,Texture100-120cm,SoilColor100_120cm_rgb,VerticalCracking,SurfaceSalt,DepthToLimitingLayer,WaterTableDepth,LimeRequired,SurfaceRockCover,LCC_Class,PhotoSoilPit_url,PhotoSoilSample_url,PhotoLandscapeNorth_url,PhotoLandscapeEast_url,PhotoLandscapeSouth_url,PhotoLandscapeWest_url,Elevation_m,FAOGrowingPeriodLength_days,AridityIndex,Notes,LocationRanKEDSoil,Region,Texture,Recommandation
45017.0,0.5604166666666666,TREE,TRUE,",CATTLE,GOAT,SHEEP",Rare,gentle,3-5%,"LINEAR,",SAND,SANDY,CLAY,SANDY,CLAY,SANDY,CLAY,No,cracking,No,salt,100,120,Little,or,no,lime,required,15,to,0.5,5s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.5604166666666666,TREE,TRUE,",CATTLE,GOAT,SHEEP",Rare,gentle,3-5%,"LINEAR,",SAND,SANDY,CLAY,SANDY,CLAY,SANDY,CLAY,No,cracking,No,salt,100,120,Little,or,no,lime,required,15,to,0.5,5s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.6486111111111111,GARDEN/MIXED,TRUE,",CATTLE,GOAT,SHEEP",Rare,flat,0-2%,"LINEAR,",SANDY,CLAY,SANDY,CLAY,SANDY,CLAY,SANDY,CLAY,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,Better,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.6486111111111111,GARDEN/MIXED,TRUE,",CATTLE,GOAT,SHEEP",Rare,flat,0-2%,"LINEAR,",SANDY,CLAY,SANDY,CLAY,SANDY,CLAY,SANDY,CLAY,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,Better,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.6902777777777777,GARDEN/MIXED,TRUE,",CATTLE,GOAT,PIG,SHEEP",Rare,flat,0-2%,"LINEAR,",SANDY,LOAM,SANDY,LOAM,LOAMY,SAND,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,Same,yield,yield,yield,yield,Sédhiou,Sable argileux,Ajouter du compost pour équilibrer l'aération et la rétention d'eau.
45017.0,0.6902777777777777,GARDEN/MIXED,TRUE,",CATTLE,GOAT,PIG,SHEEP",Rare,flat,0-2%,"LINEAR,",SANDY,LOAM,SANDY,LOAM,LOAMY,SAND,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,Same,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.4013888888888888,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,",LINEAR",LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.4013888888888888,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,",LINEAR",LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.4083333333333333,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.4083333333333333,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.4305555555555555,GRASSLAND,TRUE,",CATTLE,GOAT,SHEEP",Rare,moderate,6-10%,",LINEAR",SANDY,CLAY,SANDY,CLAY,SANDY,CLAY,LOAM,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,15,to,0.5,5s-r,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.4305555555555555,GRASSLAND,TRUE,",CATTLE,GOAT,SHEEP",Rare,moderate,6-10%,",LINEAR",SANDY,CLAY,SANDY,CLAY,SANDY,CLAY,LOAM,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,15,to,0.5,5s-r,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.5229166666666667,GRASSLAND,TRUE,",CATTLE",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.5229166666666667,GRASSLAND,TRUE,",CATTLE",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.5423611111111111,GRASSLAND,TRUE,",CATTLE",Rare,moderate,6-10%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.5423611111111111,GRASSLAND,TRUE,",CATTLE",Rare,moderate,6-10%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.5770833333333332,GRASSLAND,TRUE,",CATTLE",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.5770833333333332,GRASSLAND,TRUE,",CATTLE",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.5826388888888888,GRASSLAND,TRUE,",CATTLE",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sable argileux,Ajouter du compost pour équilibrer l'aération et la rétention d'eau.
45017.0,0.5826388888888888,GRASSLAND,TRUE,",CATTLE",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sable argileux,Ajouter du compost pour équilibrer l'aération et la rétention d'eau.
45017.0,0.6138888888888888,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,moderate,6-10%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.6138888888888888,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,moderate,6-10%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.6569444444444444,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",SANDY,CLAY,SANDY,CLAY,SANDY,CLAY,SANDY,CLAY,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.6569444444444444,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",SANDY,CLAY,SANDY,CLAY,SANDY,CLAY,SANDY,CLAY,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.673611111111111,GRASSLAND,TRUE,",CATTLE,GOAT,SHEEP",Rare,flat,0-2%,"LINEAR,",SANDY,CLAY,SANDY,CLAY,SANDY,CLAY,SANDY,CLAY,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.673611111111111,GRASSLAND,TRUE,",CATTLE,GOAT,SHEEP",Rare,flat,0-2%,"LINEAR,",SANDY,CLAY,SANDY,CLAY,SANDY,CLAY,SANDY,CLAY,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.6958333333333333,GRASSLAND,TRUE,",CATTLE,GOAT,PIG,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.6958333333333333,GRASSLAND,TRUE,",CATTLE,GOAT,PIG,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.7145833333333332,GRASSLAND,TRUE,",CATTLE,GOAT,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45017.0,0.7145833333333332,GRASSLAND,TRUE,",CATTLE,GOAT,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Sédhiou,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.3312499999999999,CROPLAND,TRUE,",GOAT,SHEEP",Rare,gentle,3-5%,"LINEAR,",SANDY,CLAY,LOAM,SANDY,CLAY,LOAM,SANDY,CLAY,LOAM,SANDY,CLAY,LOAM,Surface,cracking,only,No,salt,100,120,Little,or,no,lime,required,15,to,0.5,5s-r,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,Same,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.3312499999999999,CROPLAND,TRUE,",GOAT,SHEEP",Rare,gentle,3-5%,"LINEAR,",SANDY,CLAY,LOAM,SANDY,CLAY,LOAM,SANDY,CLAY,LOAM,SANDY,CLAY,LOAM,Surface,cracking,only,No,salt,100,120,Little,or,no,lime,required,15,to,0.5,5s-r,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,Same,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.3388888888888888,CROPLAND,TRUE,",GOAT,SHEEP",Rare,flat,0-2%,"LINEAR,",SAND,SANDY,LOAM,SANDY,LOAM,SANDY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.3388888888888888,CROPLAND,TRUE,",GOAT,SHEEP",Rare,flat,0-2%,"LINEAR,",SAND,SANDY,LOAM,SANDY,LOAM,SANDY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.3465277777777777,CROPLAND,TRUE,flat,0-2%,"LINEAR,",SAND,SANDY,LOAM,SANDY,LOAM,SANDY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,yield,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.3465277777777777,CROPLAND,TRUE,flat,0-2%,"LINEAR,",SAND,SANDY,LOAM,SANDY,LOAM,SANDY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,yield,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.5222222222222223,TREE,TRUE,",GOAT,HORSE,SHEEP",Rare,moderate,6-10%,"LINEAR,",SAND,SAND,SAND,SANDY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,yield,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.5222222222222223,TREE,TRUE,",GOAT,HORSE,SHEEP",Rare,moderate,6-10%,"LINEAR,",SAND,SAND,SAND,SANDY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,yield,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.5263888888888889,SAVANNA,TRUE,",GOAT,HORSE,SHEEP",gentle,3-5%,SAND,SAND,SAND,SANDY,LOAM,LOAM,SANDY,undefined,2s-t,undefined,undefined,undefined,undefined,undefined,undefined,120,Little,or,no,lime,required,to,to,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.5263888888888889,SAVANNA,TRUE,",GOAT,HORSE,SHEEP",gentle,3-5%,SAND,SAND,SAND,SANDY,LOAM,LOAM,SANDY,undefined,2s-t,undefined,undefined,undefined,undefined,undefined,undefined,120,Little,or,no,lime,required,to,to,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.5340277777777777,SAVANNA,TRUE,gentle,3-5%,"LINEAR,",SAND,SAND,SAND,SANDY,LOAM,Surface,cracking,only,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,undefined,yield,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.5340277777777777,SAVANNA,TRUE,gentle,3-5%,"LINEAR,",SAND,SAND,SAND,SANDY,LOAM,Surface,cracking,only,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,undefined,yield,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.5409722222222221,SAVANNA,TRUE,",HORSE,SHEEP",Rare,gentle,3-5%,"LINEAR,",SAND,SAND,SAND,SANDY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,yield,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.5409722222222221,SAVANNA,TRUE,",HORSE,SHEEP",Rare,gentle,3-5%,"LINEAR,",SAND,SAND,SAND,SANDY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,yield,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.5458333333333332,SAVANNA,TRUE,",GOAT,HORSE,SHEEP",Rare,gentle,3-5%,"LINEAR,",SAND,SAND,SAND,SANDY,LOAM,No,cracking,No,salt,95,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,yield,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.5458333333333332,SAVANNA,TRUE,",GOAT,HORSE,SHEEP",Rare,gentle,3-5%,"LINEAR,",SAND,SAND,SAND,SANDY,LOAM,No,cracking,No,salt,95,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,yield,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.5597222222222222,SAVANNA,TRUE,",GOAT,HORSE,SHEEP",Rare,gentle,3-5%,"LINEAR,",SAND,SAND,SAND,SANDY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.5597222222222222,SAVANNA,TRUE,",GOAT,HORSE,SHEEP",Rare,gentle,3-5%,"LINEAR,",SAND,SAND,SAND,SANDY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.5666666666666667,SAVANNA,TRUE,",GOAT,HORSE,SHEEP",Rare,gentle,3-5%,"LINEAR,",SAND,SAND,SANDY,LOAM,SANDY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.5666666666666667,SAVANNA,TRUE,",GOAT,HORSE,SHEEP",Rare,gentle,3-5%,"LINEAR,",SAND,SAND,SANDY,LOAM,SANDY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45063.0,0.3041666666666666,SAVANNA,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,gentle,3-5%,"LINEAR,",SAND,SAND,SANDY,LOAM,SANDY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,>90%,8s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,undefined,yield,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45063.0,0.3041666666666666,SAVANNA,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,gentle,3-5%,"LINEAR,",SAND,SAND,SANDY,LOAM,SANDY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,>90%,8s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,undefined,yield,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.5972222222222222,SAVANNA,TRUE,",GOAT,HORSE,SHEEP",Rare,gentle,3-5%,"LINEAR,",SAND,SAND,SANDY,LOAM,SANDY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.5972222222222222,SAVANNA,TRUE,",GOAT,HORSE,SHEEP",Rare,gentle,3-5%,"LINEAR,",SAND,SAND,SANDY,LOAM,SANDY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.6312499999999999,SAVANNA,TRUE,",GOAT,HORSE,SHEEP",Rare,gentle,3-5%,"LINEAR,",SAND,SANDY,LOAM,SANDY,LOAM,LOAMY,SAND,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45018.0,0.6312499999999999,SAVANNA,TRUE,",GOAT,HORSE,SHEEP",Rare,gentle,3-5%,"LINEAR,",SAND,SANDY,LOAM,SANDY,LOAM,LOAMY,SAND,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,yield,yield,yield,yield,yield,Diourbel,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
